epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,332.477,1.10252,0.84604,0.91193,0.35041,0.41489,0.33187,0.18233,2.47721,2.98241,1.81071,0.0009307,0.0009307,0.0009307
16,353.951,1.08307,0.82763,0.90708,0.38691,0.28369,0.29482,0.16963,2.73363,2.60205,2.01727,0.00092575,0.00092575,0.00092575
17,375.78,1.0921,0.8587,0.90736,0.39849,0.37234,0.31142,0.17034,2.82963,2.98749,2.13593,0.0009208,0.0009208,0.0009208
18,399.103,1.09116,0.82631,0.90934,0.36907,0.38298,0.34497,0.18822,2.6449,2.12124,2.03251,0.00091585,0.00091585,0.00091585
19,420.979,1.14442,0.8763,0.93695,0.29274,0.24823,0.19518,0.10879,2.81576,2.69938,2.16709,0.0009109,0.0009109,0.0009109
20,444.21,1.11415,0.82634,0.91023,0.33705,0.42908,0.32526,0.18003,2.57265,2.10316,1.91877,0.00090595,0.00090595,0.00090595
21,466.279,1.09363,0.85106,0.91767,0.34845,0.26596,0.23247,0.11969,2.7816,2.6435,2.09617,0.000901,0.000901,0.000901
22,488.858,1.10997,0.84387,0.91266,0.37755,0.42199,0.33161,0.18707,2.55855,2.16118,1.92926,0.00089605,0.00089605,0.00089605
23,510.026,1.07766,0.82039,0.92358,0.34499,0.25177,0.23318,0.12736,2.75135,2.40561,1.9961,0.0008911,0.0008911,0.0008911
24,532.707,1.06212,0.80862,0.89881,0.3,0.42553,0.31226,0.16906,2.63666,2.40459,1.94316,0.00088615,0.00088615,0.00088615
25,554.744,1.06089,0.80158,0.90883,0.34158,0.32979,0.27615,0.15221,2.66564,2.40308,1.98054,0.0008812,0.0008812,0.0008812
26,577.434,1.04279,0.77151,0.89553,0.31023,0.36842,0.28826,0.15739,2.56689,3.02443,1.91025,0.00087625,0.00087625,0.00087625
27,600.214,1.06256,0.79267,0.90343,0.38743,0.35816,0.32952,0.17368,2.5571,2.24342,1.87163,0.0008713,0.0008713,0.0008713
28,622.694,1.04482,0.78575,0.89735,0.41007,0.33333,0.30946,0.17856,2.60934,2.17432,1.92607,0.00086635,0.00086635,0.00086635
29,644.591,1.064,0.77219,0.90175,0.30337,0.38298,0.29432,0.16825,2.59738,2.30575,1.86679,0.0008614,0.0008614,0.0008614
30,666.97,1.03919,0.80942,0.88441,0.36724,0.32624,0.29793,0.17758,2.66326,2.41722,1.96232,0.00085645,0.00085645,0.00085645
31,688.585,1.07197,0.75669,0.89871,0.44773,0.34397,0.33207,0.19121,2.55742,2.32121,1.94742,0.0008515,0.0008515,0.0008515
32,711.613,1.06834,0.7995,0.91108,0.37515,0.3227,0.29262,0.15296,2.55559,2.37154,1.83894,0.00084655,0.00084655,0.00084655
33,734.368,1.08049,0.78005,0.90982,0.44596,0.41489,0.41022,0.22181,2.4798,2.03146,1.82351,0.0008416,0.0008416,0.0008416
34,757.182,1.02433,0.74902,0.90379,0.3289,0.35106,0.29037,0.16982,2.60399,2.20873,1.90918,0.00083665,0.00083665,0.00083665
35,779.468,0.99131,0.72209,0.88607,0.33999,0.28369,0.24453,0.13182,2.70776,2.59501,1.97365,0.0008317,0.0008317,0.0008317
36,801.995,1.0047,0.72929,0.89631,0.42306,0.39007,0.36638,0.21589,2.6735,2.15999,1.95093,0.00082675,0.00082675,0.00082675
37,824.784,1.05716,0.76525,0.90228,0.36086,0.38298,0.29179,0.15017,2.62569,4.47429,1.94659,0.0008218,0.0008218,0.0008218
38,848.903,1.01709,0.76622,0.88049,0.39982,0.37943,0.35411,0.19854,2.67683,2.20438,1.94897,0.00081685,0.00081685,0.00081685
39,870.435,1.04161,0.74771,0.90029,0.41893,0.37589,0.35057,0.19707,2.61497,2.56215,1.9169,0.0008119,0.0008119,0.0008119
40,891.07,1.05453,0.75086,0.90292,0.38221,0.3617,0.32185,0.19169,2.60031,2.60873,2.03388,0.00080695,0.00080695,0.00080695
41,912.331,1.0404,0.74444,0.8987,0.40656,0.35106,0.33984,0.20881,2.5446,2.58619,1.94431,0.000802,0.000802,0.000802
42,933.138,0.97794,0.72188,0.87735,0.47058,0.34041,0.34367,0.21041,2.60378,2.14542,1.9993,0.00079705,0.00079705,0.00079705
43,955.322,1.04287,0.77803,0.88843,0.32294,0.30496,0.23952,0.12774,2.63805,3.08152,2.00141,0.0007921,0.0007921,0.0007921
44,979.36,0.96979,0.69526,0.89049,0.37056,0.30496,0.28544,0.17159,2.56813,2.39586,1.94598,0.00078715,0.00078715,0.00078715
45,1002.3,1.01418,0.71341,0.8879,0.33991,0.29078,0.26476,0.1534,2.6571,3.34836,1.92601,0.0007822,0.0007822,0.0007822
46,1023.67,0.99439,0.69548,0.88267,0.50029,0.29787,0.31316,0.17503,2.68375,2.48603,2.01685,0.00077725,0.00077725,0.00077725
47,1046.44,0.97329,0.69281,0.85806,0.38376,0.34043,0.29784,0.17646,2.63523,2.72764,2.00745,0.0007723,0.0007723,0.0007723
48,1066.76,0.9936,0.71881,0.88571,0.38177,0.34752,0.27742,0.16761,2.67956,2.91974,1.99922,0.00076735,0.00076735,0.00076735
49,1087.82,0.99134,0.68678,0.88885,0.32047,0.28014,0.24625,0.15072,2.68838,2.51696,2.0501,0.0007624,0.0007624,0.0007624
50,1110.28,1.01144,0.71179,0.88863,0.37567,0.32979,0.30132,0.17391,2.74865,2.48567,2.11477,0.00075745,0.00075745,0.00075745
51,1130.99,0.97047,0.6839,0.89446,0.41096,0.3156,0.31708,0.19047,2.64287,2.54497,1.97654,0.0007525,0.0007525,0.0007525
52,1153.53,0.95933,0.87219,0.87299,0.3744,0.382,0.33579,0.19399,2.63773,2.75559,2.00316,0.00074755,0.00074755,0.00074755
53,1174.29,0.97136,0.68299,0.88224,0.46265,0.31206,0.3355,0.18795,2.60181,2.59304,1.8706,0.0007426,0.0007426,0.0007426
54,1195.1,0.96371,0.67272,0.87052,0.48688,0.29787,0.33102,0.18827,2.60741,2.60887,1.8269,0.00073765,0.00073765,0.00073765
55,1216.86,0.96153,0.67457,0.87483,0.4118,0.34043,0.32821,0.193,2.54517,2.61778,1.88093,0.0007327,0.0007327,0.0007327
56,1238,0.96333,0.66969,0.88151,0.40351,0.29787,0.28869,0.16524,2.59778,2.95169,1.89731,0.00072775,0.00072775,0.00072775
57,1259.18,0.97722,0.67318,0.87703,0.39385,0.32949,0.33135,0.19198,2.66334,2.70252,1.97844,0.0007228,0.0007228,0.0007228
58,1280.7,1.00406,0.69927,0.89515,0.35584,0.30496,0.27279,0.15979,2.65921,2.60517,1.92747,0.00071785,0.00071785,0.00071785
59,1305.65,0.96545,0.7018,0.88167,0.34051,0.31206,0.26146,0.15291,2.6652,2.61514,2.00437,0.0007129,0.0007129,0.0007129
60,1328.12,0.99215,0.68185,0.87564,0.37811,0.29787,0.28113,0.16042,2.64984,2.76111,1.98841,0.00070795,0.00070795,0.00070795
61,1349.57,0.97433,0.72354,0.88683,0.36591,0.30496,0.27019,0.15854,2.61039,2.58068,1.99421,0.000703,0.000703,0.000703
62,1371.38,0.92691,0.65578,0.88342,0.38906,0.28014,0.27465,0.16861,2.64802,2.49179,1.99097,0.00069805,0.00069805,0.00069805
63,1393.05,0.92093,0.63072,0.86961,0.34547,0.37943,0.30625,0.17515,2.54424,3.21657,1.87423,0.0006931,0.0006931,0.0006931
64,1414.6,0.92309,0.67493,0.87222,0.31984,0.30142,0.25423,0.14834,2.68905,2.5691,2.01139,0.00068815,0.00068815,0.00068815
65,1436.5,0.94897,0.73072,0.86515,0.33718,0.32624,0.26733,0.14413,2.78563,2.3933,2.126,0.0006832,0.0006832,0.0006832
66,1458.71,0.96187,0.6634,0.87558,0.38612,0.32624,0.30068,0.16962,2.69417,2.48082,2.09616,0.00067825,0.00067825,0.00067825
67,1480.48,0.93062,0.65497,0.87971,0.34811,0.29541,0.26438,0.16004,2.7071,2.65139,2.07972,0.0006733,0.0006733,0.0006733
68,1503.59,0.95098,0.64099,0.87642,0.37467,0.38032,0.30217,0.17783,2.80822,2.67968,2.15397,0.00066835,0.00066835,0.00066835
69,1526.89,0.9575,0.62473,0.86119,0.45175,0.30851,0.34384,0.20798,2.7112,2.25759,2.0721,0.0006634,0.0006634,0.0006634
70,1549.69,0.93683,0.62912,0.88188,0.38954,0.35106,0.31372,0.186,2.64324,2.40447,1.9999,0.00065845,0.00065845,0.00065845
71,1570.95,0.93575,0.63633,0.86593,0.44541,0.27341,0.31325,0.19401,2.66925,2.4045,2.04872,0.0006535,0.0006535,0.0006535
72,1593.43,0.99205,0.65938,0.86479,0.32673,0.36525,0.29522,0.16905,2.65751,2.56416,1.99413,0.00064855,0.00064855,0.00064855
73,1615.12,0.95,0.64334,0.87566,0.40004,0.29078,0.27415,0.16183,2.67033,2.54338,2.06456,0.0006436,0.0006436,0.0006436
74,1637.31,0.89535,0.61471,0.86774,0.39585,0.30496,0.29689,0.17685,2.73384,2.33624,2.06551,0.00063865,0.00063865,0.00063865
75,1658.06,0.90427,0.60846,0.86865,0.37929,0.32624,0.30747,0.18012,2.64157,2.36806,2.02465,0.0006337,0.0006337,0.0006337
76,1679.58,0.92036,0.63204,0.87793,0.38233,0.32487,0.28883,0.16643,2.68292,2.45065,2.03252,0.00062875,0.00062875,0.00062875
77,1701.71,0.88442,0.61065,0.86078,0.45159,0.3227,0.31195,0.18408,2.69176,2.48318,2.06266,0.0006238,0.0006238,0.0006238
78,1723.45,0.93147,0.62438,0.87389,0.4356,0.32624,0.31794,0.18707,2.72486,2.49472,2.02966,0.00061885,0.00061885,0.00061885
79,1744.17,0.91008,0.63659,0.87602,0.38899,0.31206,0.29915,0.1804,2.77969,2.95141,2.20564,0.0006139,0.0006139,0.0006139
80,1764.74,0.93832,0.70354,0.88855,0.36551,0.35461,0.32738,0.19951,2.70144,2.5601,2.10582,0.00060895,0.00060895,0.00060895
81,1785.81,0.92382,0.64107,0.87301,0.43923,0.3227,0.32601,0.17922,2.84153,2.5388,2.20051,0.000604,0.000604,0.000604
82,1807.34,0.91087,0.61556,0.88759,0.31196,0.34752,0.28124,0.1595,2.77806,2.43252,2.17423,0.00059905,0.00059905,0.00059905
83,1829.04,0.88377,0.59497,0.86182,0.37871,0.34752,0.3144,0.17148,2.72202,2.41545,2.07924,0.0005941,0.0005941,0.0005941
84,1849.77,0.90391,0.63459,0.86833,0.42434,0.3346,0.32462,0.18077,2.66764,2.56326,2.01924,0.00058915,0.00058915,0.00058915
85,1871.94,0.90996,0.62311,0.87516,0.38865,0.35816,0.32387,0.19,2.7829,2.41348,2.15187,0.0005842,0.0005842,0.0005842
86,1893.54,0.8897,0.59562,0.86659,0.37415,0.33333,0.29503,0.16189,2.6852,2.94138,2.02502,0.00057925,0.00057925,0.00057925
87,1915.51,0.87271,0.58795,0.85466,0.34311,0.35461,0.30657,0.19346,2.64703,2.64041,2.07916,0.0005743,0.0005743,0.0005743
88,1936.97,0.90654,0.6125,0.87478,0.41483,0.38652,0.38878,0.22057,2.61174,2.27518,1.93726,0.00056935,0.00056935,0.00056935
89,1958.66,0.8584,0.59295,0.84682,0.3067,0.31206,0.27771,0.16204,2.60838,2.57026,1.93985,0.0005644,0.0005644,0.0005644
90,1979.69,0.90426,0.60266,0.85891,0.42071,0.29433,0.29507,0.1816,2.70123,2.58766,2.08164,0.00055945,0.00055945,0.00055945
91,2000.82,0.90386,0.60105,0.86376,0.42641,0.29433,0.3117,0.19233,2.71268,2.54828,2.13237,0.0005545,0.0005545,0.0005545
92,2022.37,0.8516,0.5702,0.85642,0.33961,0.35816,0.31748,0.17771,2.63208,2.40943,1.9432,0.00054955,0.00054955,0.00054955
93,2044.3,0.88725,0.59077,0.8679,0.41179,0.28723,0.32948,0.19131,2.68521,2.29577,2.02075,0.0005446,0.0005446,0.0005446
94,2066.31,0.85807,0.58083,0.85915,0.42841,0.29787,0.30687,0.1929,2.72848,2.33041,2.11314,0.00053965,0.00053965,0.00053965
95,2088.37,0.84894,0.58793,0.85383,0.37602,0.30142,0.28725,0.17094,2.68593,2.41592,2.06423,0.0005347,0.0005347,0.0005347
96,2109.7,0.89345,0.59016,0.86638,0.45091,0.29703,0.31418,0.18612,2.77985,2.38056,2.14394,0.00052975,0.00052975,0.00052975
97,2130.28,0.87905,0.56949,0.85738,0.30796,0.41844,0.35455,0.21131,2.54987,2.31444,1.89351,0.0005248,0.0005248,0.0005248
98,2150.93,0.87658,0.58454,0.86387,0.38261,0.29078,0.30398,0.18465,2.71118,2.48413,2.07454,0.00051985,0.00051985,0.00051985
99,2171.82,0.86075,0.58111,0.84783,0.3378,0.3238,0.30319,0.18243,2.67957,2.52479,2.12948,0.0005149,0.0005149,0.0005149
100,2191.68,0.88405,0.59771,0.86948,0.39755,0.29433,0.31025,0.19421,2.69215,2.23647,2.06089,0.00050995,0.00050995,0.00050995
101,2211.51,0.82736,0.56007,0.84853,0.42168,0.30496,0.29864,0.17398,2.74725,2.29602,2.0697,0.000505,0.000505,0.000505
102,2231.83,0.85358,0.61059,0.86713,0.39543,0.35106,0.30511,0.17438,2.65834,2.54041,2.0838,0.00050005,0.00050005,0.00050005
