epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,1807.62,0.84515,0.57679,0.86793,0.4325,0.19403,0.18871,0.11895,2.38481,2.31153,2.04146,0.000482,0.000482,0.000482
94,1826.88,0.84582,0.56741,0.85683,0.38689,0.22015,0.19105,0.11753,2.35118,2.29462,2.03479,0.0004655,0.0004655,0.0004655
95,1845.96,0.82679,0.5566,0.8602,0.28468,0.26866,0.18368,0.11167,2.41309,2.26918,2.11334,0.000449,0.000449,0.000449
96,1865.05,0.85341,0.57162,0.86264,0.3922,0.20707,0.17396,0.1019,2.48427,2.30557,2.1249,0.0004325,0.0004325,0.0004325
97,1884.1,0.82989,0.55741,0.85402,0.28169,0.23507,0.16891,0.10204,2.43045,2.43769,2.11373,0.000416,0.000416,0.000416
98,1903.16,0.82498,0.56464,0.86726,0.34176,0.23507,0.18661,0.10718,2.4525,2.20467,2.16212,0.0003995,0.0003995,0.0003995
99,1922.2,0.82736,0.56003,0.86853,0.43365,0.20896,0.20162,0.12321,2.44595,2.28313,2.12826,0.000383,0.000383,0.000383
100,1941.32,0.82734,0.55661,0.84978,0.37847,0.25373,0.21759,0.12831,2.46412,2.18791,2.10169,0.0003665,0.0003665,0.0003665
101,1960.35,0.78483,0.51818,0.8419,0.34517,0.25746,0.20218,0.1181,2.44774,2.18807,2.12052,0.00035,0.00035,0.00035
102,1979.44,0.81224,0.5571,0.85756,0.35696,0.22015,0.17612,0.10727,2.37918,2.49273,2.07195,0.0003335,0.0003335,0.0003335
103,1998.52,0.81358,0.54186,0.84758,0.34439,0.21642,0.1902,0.11303,2.47035,2.26448,2.12972,0.000317,0.000317,0.000317
104,2017.55,0.77216,0.52107,0.84832,0.2848,0.28358,0.20327,0.12247,2.46985,2.26069,2.12517,0.0003005,0.0003005,0.0003005
105,2036.64,0.81082,0.5341,0.84973,0.30466,0.22724,0.17591,0.1029,2.456,2.38052,2.1432,0.000284,0.000284,0.000284
106,2055.67,0.79721,0.52476,0.85591,0.31428,0.26119,0.18594,0.10863,2.49466,2.34835,2.18603,0.0002675,0.0002675,0.0002675
107,2074.69,0.76886,0.51152,0.83981,0.30515,0.26119,0.19053,0.10997,2.4484,2.42851,2.10218,0.000251,0.000251,0.000251
108,2093.78,0.78483,0.521,0.8471,0.30283,0.24636,0.18044,0.10728,2.4488,2.35116,2.13441,0.0002345,0.0002345,0.0002345
109,2112.8,0.76623,0.51701,0.84113,0.3867,0.21645,0.19036,0.11543,2.50196,2.23295,2.18759,0.000218,0.000218,0.000218
110,2132.16,0.76049,0.49748,0.83842,0.29619,0.26695,0.19518,0.1141,2.49071,2.33411,2.16879,0.0002015,0.0002015,0.0002015
111,2152.24,0.72439,0.4898,0.84222,0.30134,0.23507,0.15774,0.09399,2.51718,2.35294,2.26739,0.000185,0.000185,0.000185
112,2171.96,0.71146,0.4776,0.84817,0.35933,0.21642,0.16206,0.09819,2.54814,2.38743,2.34446,0.0001685,0.0001685,0.0001685
113,2191.65,0.69482,0.47157,0.83939,0.34587,0.24254,0.16807,0.10441,2.51356,2.41673,2.26877,0.000152,0.000152,0.000152
114,2211.32,0.70916,0.48103,0.84415,0.38001,0.24627,0.18395,0.11242,2.51987,2.32392,2.2731,0.0001355,0.0001355,0.0001355
115,2231.02,0.6978,0.46265,0.83532,0.38187,0.23974,0.188,0.11645,2.52671,2.33664,2.25024,0.000119,0.000119,0.000119
116,2250.69,0.69014,0.4639,0.8398,0.4006,0.24627,0.1881,0.11774,2.51112,2.32167,2.23849,0.0001025,0.0001025,0.0001025
117,2270.37,0.68423,0.45352,0.83046,0.37108,0.22456,0.17155,0.10516,2.52449,2.37805,2.27466,8.6e-05,8.6e-05,8.6e-05
118,2290.04,0.70268,0.45656,0.83686,0.32356,0.22761,0.16898,0.10156,2.53387,2.37136,2.29884,6.95e-05,6.95e-05,6.95e-05
