epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,847.439,0.94863,0.66172,0.86949,0.3115,0.29104,0.23854,0.14877,2.45971,2.14925,2.06372,0.00079705,0.00079705,0.00079705
43,867.468,0.97398,0.67677,0.89237,0.3391,0.26493,0.2138,0.12325,2.44156,2.55137,2.06919,0.0007921,0.0007921,0.0007921
44,887.069,0.94975,0.67793,0.87671,0.39207,0.2599,0.23919,0.14776,2.51818,2.14229,2.14846,0.00078715,0.00078715,0.00078715
45,906.37,0.94869,0.66002,0.88258,0.32674,0.24254,0.21309,0.13343,2.48694,2.34727,2.05224,0.0007822,0.0007822,0.0007822
46,926.31,0.97052,0.69199,0.88481,0.40317,0.27612,0.23338,0.14537,2.56219,2.36593,2.18802,0.00077725,0.00077725,0.00077725
47,946.216,0.94825,0.65675,0.87651,0.36883,0.25,0.23434,0.1462,2.55819,2.25053,2.18388,0.0007723,0.0007723,0.0007723
48,965.655,0.95482,0.68859,0.88483,0.27191,0.2578,0.20946,0.12841,2.42886,2.36208,1.98029,0.00076735,0.00076735,0.00076735
49,985.878,0.94842,0.65776,0.86646,0.2402,0.24254,0.19895,0.12465,2.53875,2.26948,2.10582,0.0007624,0.0007624,0.0007624
50,1005.68,0.97297,0.6891,0.87974,0.32075,0.27612,0.24619,0.15648,2.48909,2.37156,2.09181,0.00075745,0.00075745,0.00075745
51,1024.87,0.94398,0.66887,0.89131,0.41118,0.24627,0.22652,0.14965,2.44044,2.43805,2.11449,0.0007525,0.0007525,0.0007525
52,1044.08,0.92393,0.65344,0.87606,0.37237,0.25746,0.25044,0.15567,2.53267,2.34725,2.14986,0.00074755,0.00074755,0.00074755
53,1063.27,0.91229,0.66352,0.87255,0.38495,0.28959,0.26581,0.16932,2.51409,2.28041,2.12227,0.0007426,0.0007426,0.0007426
54,1082.44,0.93617,0.66071,0.87517,0.30295,0.22015,0.18206,0.09996,2.50927,2.54941,2.10976,0.00073765,0.00073765,0.00073765
55,1101.62,0.93903,0.65736,0.88264,0.24371,0.30224,0.2275,0.14285,2.48541,2.34738,2.08873,0.0007327,0.0007327,0.0007327
56,1120.77,0.91158,0.63928,0.8619,0.35308,0.28918,0.23115,0.13546,2.52749,2.42026,2.1876,0.00072775,0.00072775,0.00072775
57,1139.93,0.92304,0.64857,0.8811,0.29702,0.28731,0.22749,0.14677,2.49991,2.31011,2.14194,0.0007228,0.0007228,0.0007228
58,1159.16,0.9284,0.63663,0.8679,0.41933,0.22388,0.25151,0.16603,2.54543,2.25056,2.11916,0.00071785,0.00071785,0.00071785
59,1178.35,0.94117,0.63402,0.87772,0.35462,0.26866,0.22555,0.14028,2.492,2.57869,2.22648,0.0007129,0.0007129,0.0007129
60,1197.56,0.9025,0.62898,0.85723,0.39307,0.26866,0.26369,0.17227,2.48247,2.1671,2.07646,0.00070795,0.00070795,0.00070795
61,1216.77,0.91214,0.62605,0.85875,0.29431,0.1903,0.16925,0.10173,2.57866,2.52912,2.21323,0.000703,0.000703,0.000703
62,1236,0.90746,0.62932,0.87508,0.36212,0.27985,0.24916,0.15335,2.55886,2.40644,2.2236,0.00069805,0.00069805,0.00069805
63,1255.72,0.8969,0.64192,0.87746,0.33273,0.23881,0.2017,0.12335,2.58889,2.62674,2.27185,0.0006931,0.0006931,0.0006931
64,1275.91,0.94907,0.65357,0.87326,0.39568,0.27985,0.25554,0.15745,2.51457,2.35901,2.11779,0.00068815,0.00068815,0.00068815
65,1295.03,0.91522,0.63957,0.87756,0.33976,0.22761,0.19861,0.1168,2.54106,2.52763,2.09854,0.0006832,0.0006832,0.0006832
66,1314.46,0.89242,0.61659,0.87097,0.36327,0.25334,0.27034,0.18009,2.46387,2.15779,2.0856,0.00067825,0.00067825,0.00067825
67,1334.13,0.90616,0.62391,0.88732,0.41888,0.22761,0.23232,0.15513,2.49623,2.31915,2.13286,0.0006733,0.0006733,0.0006733
68,1354.26,0.90095,0.62126,0.8707,0.39757,0.24254,0.22546,0.14026,2.6276,2.26805,2.2967,0.00066835,0.00066835,0.00066835
69,1374.19,0.88942,0.61328,0.88692,0.30718,0.30224,0.26666,0.17286,2.46837,2.21371,2.08669,0.0006634,0.0006634,0.0006634
70,1394.06,0.88839,0.61322,0.87067,0.32324,0.25,0.21558,0.13754,2.57542,2.26531,2.20917,0.00065845,0.00065845,0.00065845
71,1414.67,0.88341,0.59966,0.86827,0.28082,0.26955,0.21038,0.14278,2.56292,2.39145,2.26581,0.0006535,0.0006535,0.0006535
72,1434.22,0.87026,0.61244,0.86991,0.37868,0.26119,0.20629,0.12943,2.53582,2.66413,2.29214,0.00064855,0.00064855,0.00064855
73,1453.86,0.88541,0.60814,0.87125,0.35816,0.19403,0.20713,0.13329,2.54516,2.48652,2.21382,0.0006436,0.0006436,0.0006436
74,1473.06,0.88793,0.61044,0.86708,0.36727,0.25124,0.24701,0.15794,2.5737,2.31548,2.20984,0.00063865,0.00063865,0.00063865
75,1492.23,0.8603,0.60308,0.86732,0.27601,0.20522,0.16419,0.10339,2.5757,2.52171,2.29191,0.0006337,0.0006337,0.0006337
76,1511.48,0.91809,0.6274,0.872,0.33198,0.26866,0.20611,0.13368,2.50189,2.51163,2.28842,0.00062875,0.00062875,0.00062875
77,1530.68,0.89339,0.61565,0.86786,0.34113,0.22761,0.18487,0.11497,2.53771,2.70086,2.18787,0.0006238,0.0006238,0.0006238
78,1549.86,0.8743,0.58722,0.86087,0.36125,0.26493,0.26344,0.17617,2.46857,2.34908,2.09494,0.00061885,0.00061885,0.00061885
79,1569.09,0.90148,0.60326,0.86815,0.29594,0.22761,0.19304,0.11777,2.55428,2.34625,2.22899,0.0006139,0.0006139,0.0006139
80,1588.32,0.8838,0.59757,0.86285,0.37345,0.22463,0.20959,0.13292,2.53348,2.34942,2.17839,0.00060895,0.00060895,0.00060895
81,1608.88,0.83064,0.56879,0.85321,0.34178,0.23134,0.21266,0.13076,2.57725,2.28109,2.27684,0.000604,0.000604,0.000604
82,1628.14,0.85137,0.58844,0.86678,0.33617,0.20522,0.21429,0.14016,2.49915,2.28258,2.18635,0.00059905,0.00059905,0.00059905
